SDD;EDN;SDD_num;EDN_num
Méléna/rectorragie;Maladies inflammatoires chroniques de l'intestin (MICI) chez l'adulte;10;282
Méléna/rectorragie;Diverticulose colique et diverticulite aiguë du sigmoïde;10;287
Méléna/rectorragie;Pathologie hémorroïdaire;10;288
Méléna/rectorragie;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";10;292
Méléna/rectorragie;Tumeurs du colon et du rectum;10;301
Méléna/rectorragie;Tumeurs de l'estomac;10;303
Méléna/rectorragie;Tumeurs de l'œsophage;10;305
Méléna/rectorragie;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;10;332
Méléna/rectorragie;Hémorragie digestive;10;355
Nausées/vomissements;Grossesse normale;13;23
Nausées/vomissements;Principales complications de la grossesse;13;24
Nausées/vomissements;Migraine, névralgie du trijumeau et algies de la face;13;99
Nausées/vomissements;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;13;151
Nausées/vomissements;Insuffisance surrénale chez l'adulte et l'enfant;13;245
Nausées/vomissements;Dénutrition chez l'adulte et l'enfant;13;250
Nausées/vomissements;Hypercalcémie;13;268
Nausées/vomissements;Vomissements du nourrisson, de l'enfant et de l'adulte;13;274
Nausées/vomissements;Lithiase biliaire et complications;13;277
Nausées/vomissements;Tumeurs intracrâniennes;13;299
Nausées/vomissements;Tumeurs de l'estomac;13;303
Nausées/vomissements;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);13;325
Nausées/vomissements;Syndrome occlusif de l'enfant et de l'adulte;13;354
Nausées/vomissements;Appendicite de l'enfant et de l'adulte;13;356
Nausées/vomissements;Péritonite aiguë chez l'enfant et chez l'adulte;13;357
Obésité et surpoids;Alimentation et besoins nutritionnels du nourrisson et de l'enfant;51;48
Obésité et surpoids;Troubles des conduites alimentaires chez l'adolescent et l'adulte (voir item 253);51;71
Obésité et surpoids;Facteurs de risque cardio-vasculaire et prévention;51;222
Obésité et surpoids;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;51;249
Obésité et surpoids;Éducation thérapeutique, observance et automédication;51;324
Odynophagie/dysphagie;Angines de l'adulte et de l'enfant;52;149
Odynophagie/dysphagie;Reflux gastro-œsophagien chez le nourrisson, chez l'enfant et chez l'adulte. Hernie hiatale;52;271
Odynophagie/dysphagie;Ulcère gastrique et duodénal. Gastrite;52;272
Odynophagie/dysphagie;Dysphagie;52;273
Odynophagie/dysphagie;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";52;292
Odynophagie/dysphagie;Tumeurs de la cavité buccale, naso-sinusiennes et du cavum, et des voies aérodigestives supérieures;52;298
Odynophagie/dysphagie;Tumeurs de l'œsophage;52;305
Organisation de la sortie d'hospitalisation;Les valeurs professionnelles du médecin et des autres professions de santé;355;2
Organisation de la sortie d'hospitalisation;L'organisation de l'exercice clinique et les méthodes qui permettent de sécuriser le parcours du patient;355;6
Organisation de la sortie d'hospitalisation;Les droits individuels et collectifs du patient;355;7
Otalgie;Migraine, névralgie du trijumeau et algies de la face;153;99
Otalgie;Fièvre aiguë chez l'enfant et l'adulte;153;147
Otalgie;Angines de l'adulte et de l'enfant;153;149
Otalgie;Otites infectieuses de l'adulte et de l'enfant;153;150
Otalgie;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);153;177
Otorrhée;Altération de la fonction auditive;154;89
Otorrhée;Otites infectieuses de l'adulte et de l'enfant;154;150
Otorrhée;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;154;335
Palpitations;Douleur thoracique aiguë;165;230
Palpitations;Électrocardiogramme : indications et interprétations;165;231
Palpitations;Troubles de la conduction intracardiaque;165;236
Palpitations;Palpitations;165;237
Paralysie faciale;Paralysie faciale;127;101
Patient à risque suicidaire;Troubles bipolaires de l'adolescent et de l'adulte;309;64
Patient à risque suicidaire;Diagnostiquer : un trouble dépressif, un trouble anxieux, un trouble obsessionnel compulsif, un trouble de stress post-traumatique, un trouble de l'adaptation, un trouble de la personnalité;309;66
Patient à risque suicidaire;Prescription et surveillance des psychotropes (voir item 330);309;74
Patient à risque suicidaire;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;309;353
Perte d'autonomie progressive;L'organisation de l'exercice clinique et les méthodes qui permettent de sécuriser le parcours du patient;31;6
Perte d'autonomie progressive;Les droits individuels et collectifs du patient;31;7
Perte d'autonomie progressive;Connaître les facteurs de risque, prévention, dépistage des troubles psychiques de l'enfant à la personne âgée;31;60
Perte d'autonomie progressive;Confusion, démences. (voir item 132);31;108
Perte d'autonomie progressive;Troubles de la marche et de l'équilibre;31;109
Perte d'autonomie progressive;Soins et accompagnement dans la maladie chronique et le handicap;31;119
Perte d'autonomie progressive;Complications de l'immobilité et du décubitus. Prévention et prise en charge;31;120
Perte d'autonomie progressive;Le handicap psychique. (voir item 56 et 118);31;121
Perte d'autonomie progressive;Vieillissement normal : aspects biologiques, fonctionnels et relationnels. Données épidémiologiques et sociologiques. Prévention du vieillissement pathologique;31;123
Perte d'autonomie progressive;Troubles de la miction et incontinence urinaire de l'adulte et du sujet âgé;31;125
Perte d'autonomie progressive;Ostéopathies fragilisantes;31;128
Perte d'autonomie progressive;Arthrose;31;129
Perte d'autonomie progressive;La personne âgée malade : particularités sémiologiques, psychologiques et thérapeutiques. (voir item 322);31;130
Perte d'autonomie progressive;Troubles cognitifs du sujet âgé. (voir item 108);31;132
Perte d'autonomie progressive;Autonomie et dépendance chez le sujet âgé;31;133
Perte de liquide chez une femme enceinte avant terme;Principales complications de la grossesse;109;24
Perte de liquide chez une femme enceinte avant terme;Prématurité et retard de croissance intra-utérin : facteurs de risque et prévention;109;30
Plaie;Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses. (voir item 330);170;135
Plaie;Anesthésie locale, locorégionale et générale;170;136
Plaie;Infections cutanéo-muqueuses et des phanères, bactériennes et mycosiques de l'adulte et de l'enfant;170;155
Plaie;Tétanos;170;160
Plaie;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;170;334
Plaie;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;170;335
Plaie;Infection aiguë des parties molles (abcès, panaris, phlegmon des gaines);170;349
Première consultation d'addictologie;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;292;1
Première consultation d'addictologie;Addiction au tabac;292;75
Première consultation d'addictologie;Addiction à l'alcool;292;76
Première consultation d'addictologie;Addiction aux médicaments psychotropes (benzodiazépines et apparentés). (voir item 322);292;77
Première consultation d'addictologie;Addiction au cannabis, à la cocaïne, aux amphétamines, aux opiacés, aux drogues de synthèse. (voir item 322);292;78
Première consultation d'addictologie;Addictions comportementales;292;79
Prescription d'un appareillage simple;Principales techniques de rééducation et de réadaptation. (voir item 55);245;122
Prescription d'un appareillage simple;Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses. (voir item 330);245;135
Prescription d'un appareillage simple;Thérapeutiques non médicamenteuses et dispositifs médicaux;245;328
Prescription d'un hypolipémiant;Facteurs de risque cardio-vasculaire et prévention;252;222
Prescription d'un hypolipémiant;Dyslipidémies;252;223
Prescription d'un hypolipémiant;Éducation thérapeutique, observance et automédication;252;324
Prescription d'un hypolipémiant;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);252;325
Prescription d'un hypolipémiant;Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage;252;326
Prescription d'un hypolipémiant;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;252;330
Prescription d'un soin ambulatoire;Soins et accompagnement dans la maladie chronique et le handicap;246;119
Prescription d'un soin ambulatoire;Principales techniques de rééducation et de réadaptation. (voir item 55);246;122
Prescription d'un soin ambulatoire;Cadre réglementaire de la prescription thérapeutique et recommandations pour le bon usage;246;326
Prescription d'un soin ambulatoire;Thérapeutiques non médicamenteuses et dispositifs médicaux;246;328
Prescription d'un soin ambulatoire;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;246;330
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Hypoglycémie chez l'adulte et l'enfant;280;240
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Diabète sucré de type 1 et 2 de l'enfant et de l'adulte. Complications;280;247
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;280;249
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Éducation thérapeutique, observance et automédication;280;324
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Thérapeutiques non médicamenteuses et dispositifs médicaux;280;328
Prescription d'une insulinothérapie, consultation de suivi, éducation d'un patient diabétique de type 1;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;280;330
Prescription d'une rééducation;La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique. (voir item 56);247;118
Prescription d'une rééducation;Soins et accompagnement dans la maladie chronique et le handicap;247;119
Prescription d'une rééducation;Complications de l'immobilité et du décubitus. Prévention et prise en charge;247;120
Prescription d'une rééducation;Péricardite aiguë;247;235
Prescription d'une rééducation;Éducation thérapeutique, observance et automédication;247;324
Prescription d'une rééducation;Thérapeutiques non médicamenteuses et dispositifs médicaux;247;328
Prescription et analyse du frottis sanguin;Paludisme;222;170
Prescription et analyse du frottis sanguin;Hémogramme chez l'adulte et l'enfant : indications et interprétation;222;212
